Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000064711;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;;SAP-DUMMY;ZF1_SPP_02;null;;01;ZF1_SPP_TEST_3;1.000;;X;X0;;EX;0.000;0;0.00;EUR;2020-02-18;2020-02-18;null;;2020-02-20;2020-02-18;1.000;1.000;C;;;C;0080030705;000010;2020-02-21;SCHLEIER;A;TESTER;VL01N;M;15;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1;2020-02-12;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064712;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-18;2020-02-18;null;;2020-03-03;2020-02-25;5.000;5.000;C;;;C;0080042211;000010;2020-02-18;BABAGOND;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064716;46057.5;000010;TA;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;20.000;;X;ND;A;;0.000;0;45000.00;CHF;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;20.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064716;46057.5;000020;TA;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;20.000;;X;ND;A;;0.000;0;45000.00;CHF;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;20.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064716;46057.5;000030;TA;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;20.000;;X;ND;A;;0.000;0;45000.00;CHF;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;20.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064716;46057.5;000040;TA;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;20.000;;X;ND;A;;0.000;0;45000.00;CHF;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;20.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064717;50;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;0001;0001;;SAP-DUMMY;TM-AI-0001;null;;0001;S4-MATERIAL;5.000;;X;RP;;;0.000;0;50.00;EUR;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064718;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;SOB_CUST03;null;;000000001;TMSTI1_FERT01;10.000;;;;;;0.000;0;0.00;EUR;2020-02-18;2020-02-18;null;;2020-02-20;2020-02-18;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064718;0;000020;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;SOB_CUST03;null;;;TMSTI1_FERT02;20.000;;;;;;0.000;0;0.00;EUR;2020-02-18;2020-02-18;null;;2020-02-20;2020-02-18;20.000;20.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064719;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-L01;4.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-18;2020-02-18;null;;2019-11-04;2020-02-18;0.000;4.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;1867.000;0.000;;;KUNA;;;4;2021-10-15;null;30;2020-03-30;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064721;100;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;0001;0001;;SAP-DUMMY;TM-AI-0001;null;;0001;S4-MATERIAL;5.000;;X;RP;;;0.000;0;100.00;EUR;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064724;115143.75;000010;TA;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;50.000;;X;ND;A;;0.000;0;112500.00;CHF;2020-02-18;2020-02-18;null;;2020-02-18;2020-02-18;0.000;50.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064732;2;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;EW01;0001;;SAP-DUMMY;CUST001;null;;01;PROD-S01;2.000;;X;ND;;;0.000;0;2.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;2.000;C;;;C;0080042239;000010;2020-02-19;WANGLIA;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;1;2019-10-29;null;748;2016-03-03;null;null;0;null;null;null;0;null;null;1;2022-04-25;null;null;0;null;null;null;null
0000064733;0;000011;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;UTK_CUST;null;;FERT_0001;GK_BLACKSHIRT001;1.000;;E;PD;;EX;0.000;1;0.00;EUR;2020-02-19;2020-02-19;null;;2020-05-28;2020-05-26;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064733;0;000012;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;UTK_CUST;null;;FERT_0001;GK_BLACKSHIRT002;1.000;;E;PD;;EX;0.000;1;0.00;EUR;2020-02-19;2020-02-19;null;;2020-05-28;2020-05-26;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064733;0;000013;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;UTK_CUST;null;;FERT_0001;GK_BLACKSHIRT003;1.000;;E;PD;;EX;0.000;1;0.00;EUR;2020-02-19;2020-02-19;null;;2020-05-28;2020-05-26;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064733;0;000015;TA;TAN;A;null;DE;R100;null;R100;R1;10;FDC1;0001;;SAP_DUMMY;UTK_CUST;null;;FERT_0001;GK_BLACKSHIRT005;1.000;;E;PD;;EX;0.000;1;0.00;EUR;2020-02-19;2020-02-19;null;;2020-05-28;2020-05-26;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064734;3;000010;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_DRE;null;;01;T42_PRD_C250_COLA;3.000;;X;ND;;;0.000;0;3.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;19;2020-02-11;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064735;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;2.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;2.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;03;35149.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064737;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;000000001;TMSTI1_FERT01;30.000;;;;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-21;2020-02-19;30.000;30.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064738;0;000010;ZPAD;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;PD_TM_CUS1;null;;000000001;TMSTI1_FERT01;100.000;;;;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-21;2020-02-19;100.000;100.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064739;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;SAP_DUMMY;ANK_CUST_1;null;;000000001;NIKE_MEN_TSHIRT_38;2.000;;X;ND;;EX;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;2.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064739;0;000020;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;SAP_DUMMY;ANK_CUST_1;null;;000000001;NIKE_WOMEN_RUNNING_SHOE_38;3.000;;X;ND;;EX;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064739;0;000030;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;SAP_DUMMY;ANK_CUST_1;null;;000000001;NIKE_MENS_TRACKPANT_40;3.000;;X;ND;;EX;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064739;0;000040;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;SAP_DUMMY;ANK_CUST_1;null;;000000001;NIKE_MENS_SWEATSHIRT_42;5.000;;X;ND;;EX;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064739;0;000050;TA;TAN;A;null;DE;R100;null;R100;R1;10;M001;VS01;;SAP_DUMMY;ANK_CUST_1;null;;000000001;NIKE_CAPS_BLUE;15.000;;X;ND;;EX;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;15.000;A;C;C;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064743;500;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEBER;null;;000000001;CA_HAWA001;50.000;;X;ND;;;0.000;0;500.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;50.000;C;;;C;0080042241;000010;2020-02-19;ABELC;A;;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;46;2020-01-28;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064744;0;000010;OR1;TAN;A;null;DE;F001;null;S001;A1;S1;0001;0001;;SAP-DUMMY;C0001;null;;04;TEST_CAR;4.000;;X;PD;;EX;2.000;0;0.00;EUR;2020-02-19;2020-02-19;null;CR;2020-02-19;2020-02-19;0.000;4.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;5;2021-09-05;null;0;null;null;null;0;null;null;null;null
0000064745;500;000010;TA;TAN;A;null;DE;1010;null;1010;01;00;0009;0009;;SAP-DUMMY;BP_C_DEBER;null;;000000001;CA_HAWA001;50.000;;X;ND;;;0.000;0;500.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;50.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;46;2020-01-28;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064746;12;000010;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_C500_COLA;12.000;;X;ND;;;0.000;0;12.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;12.000;12.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064747;12;000010;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_C500_COLA;12.000;;X;ND;;;0.000;0;12.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;12.000;12.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064747;150;000020;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_COFFEE;30.000;;X;ND;;;0.000;0;150.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;30.000;30.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;11;2020-07-27;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064747;200;000030;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_KEG_L_BEER;100.000;;X;ND;;;0.000;0;200.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;100.000;100.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064748;150;000020;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_COFFEE;30.000;;X;ND;;;0.000;0;150.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;30.000;30.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;11;2020-07-27;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064748;200;000030;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_KEG_L_BEER;100.000;;X;ND;;;0.000;0;200.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;100.000;100.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064749;1384.125;000010;ZTOR;TAN;A;null;US;SIT1;null;SIT1;Z1;Z1;TM62;TM64;;;TM6_SHIP2;null;;002;TM6_FERT_1;15.000;;X;ND;;;0.000;0;1500.00;USD;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-18;5.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064750;34543.125;000010;ZTOR;TAN;A;null;CH;T001;null;TS01;S1;S1;TP01;S001;;TPC_01;WDF05_C2;null;;05;WDF05-F-01;15.000;;X;ND;A;;0.000;0;33750.00;CHF;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-18;5.000;5.000;C;;;C;0080042427;000010;2020-03-03;NEUFANGD;A;TESTER;VL10X;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;2;2016-04-15;null;null;0;null;null;null;null
0000064751;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;5.000;5.000;C;;;C;0080041918;000010;2020-02-19;BABAGOND;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064752;375;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;;000000001;BOM_COMPUTER_02;5.000;;X;ND;;;0.000;0;375.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064752;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_KEYBOARD_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064752;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_MOUSE_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064753;0;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;ADAM_COMP;null;;00103;ST_2017_0001;20.000;;;;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;20.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064754;280;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_COMPUTER_03;5.000;;X;ND;;;0.000;0;280.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064754;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_KEYBOARD_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064754;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_MOUSE_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-02-19;2020-02-19;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064755;0;000010;TM84;TAN;A;null;DE;0001;null;TM84;01;01;TM84;TM84;AFS;SAP-DUMMY;T84_BP_DUE;null;;01;T84_PROD-S01-BM;10.000;;;;;;0.000;0;0.00;EUR;2020-02-19;2020-02-19;null;;2020-03-04;2020-02-26;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;2023;02;399920.000;0.000;;;KUNA;;;0;null;null;1;2021-07-26;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064757;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;ALE2;0001;;SAP_DUMMY;UTK_CUST;null;;MED_GRP1;AMED3;10.000;;X;F1;;TB;0.000;1;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;7;2019-09-20;null;14;2019-09-23;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064758;280;000010;TA;TAQ;A;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_COMPUTER_03;5.000;;X;ND;;;0.000;0;280.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064758;0;000011;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_KEYBOARD_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064758;0;000012;TA;TAE;;null;DE;0001;null;0001;01;01;0001;0001;;SAP-DUMMY;LC_CUST01;null;01;000000001;BOM_MOUSE_01;5.000;;X;ND;;;0.000;0;0.00;EUR;2020-02-20;2020-02-20;null;;2020-02-20;2020-02-20;0.000;5.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000064759;0;000010;OR1;TAN;A;null;DE;F001;null;S001;A1;S1;0001;0001;;SAP-DUMMY;C0001;null;;04;TEST_CAR;2.000;;X;PD;;EX;2.000;0;0.00;EUR;2020-02-20;2020-02-20;null;CR;2020-02-27;2020-02-25;2.000;2.000;C;;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;5;2021-09-05;null;0;null;null;null;0;null;null;null;null
